catch,V,6,,0,We have a big barrel to catch the rainwater .,,Catch a show on Broadway .,F,
get,V,2,,3,Let 's get down to work now .,,She did n't get the joke .,F,
catch,V,10,,0,I would love to have dinner but I have to catch a plane .,,Catch the ball !,F,
tell,V,2,,1,He could tell that she was unhappy .,,She told him how he did it .,F,
softness,N,6,,6,Suddenly her gigantic power melted into softness for the baby .,,He attributes the disappointing results to softness in the economy .,F,
line,N,4,,3,He got out of line .,,He drew a line on the chart .,F,
header,N,1,,3,"Your header is too long ; "" Local Cannibals "" will suffice .",,He took a header into the shrubbery .,F,
score,N,2,,1,Settling a score .,,The score was 7 to 0 .,F,
background,N,13,,5,They got a bad connection and could hardly hear one another over the background signals .,,He posed her against a background of rolling hills .,F,
touch,V,10,,5,"Can he reach ? "" "" The chair must not touch the wall .",,The local Mafia wo n't touch gambling .,F,
table,N,4,,4,It was a sturdy table .,,He entertained the whole table with his witty remarks .,F,
plane,N,7,,4,Any line joining two points on a plane lies wholly on that plane .,,The cabinetmaker used a plane for the finish work .,F,
find,V,3,,3,I can not find my gloves !,,Physicists believe they found a new elementary particle .,F,
place,N,5,,4,If you were in my place what would you do ?,,He comes from a place near Chicago .,F,
develop,V,2,,2,We must develop more potential customers .,,The embryo develops into a fetus .,F,
go,V,0,,4,Go about the world in a certain manner .,,His knowledge does n't go very far .,F,
round,N,3,,5,We enjoyed our round of the local bars .,,The story is going the rounds in Washington .,F,
pull,V,6,,2,You 're going to have to pull harder to get that cork out of the bottle .,,The athlete pulled a tendon in the competition .,F,
pain,N,5,,10,Your mother is a right pain .,,As the intensity increased the sensation changed from tickle to pain .,F,
write,V,1,,4,Please write to me every week .,,Your son has been writing on the wall .,F,
give,V,0,,2,Give a course .,,The draft gave me a cold .,F,
snap,V,9,,1,"If you bend it too much , it will snap .",,She snapped a picture of the President .,F,
concatenation,N,6,,2,It was caused by an improbable concatenation of circumstances .,,A complicated concatenation of circumstances .,F,
catch,V,2,,1,Did you catch a cold ?,,I caught some Z 's on the train .,F,
replace,V,0,,3,Replace the book on the shelf after you have finished reading it .,,The insurance will replace the lost income .,F,
wharf,V,0,,0,Wharf the passengers .,,Wharf the mouth of the river .,F,
light,N,7,,3,"Hey , buddy , you got a light ?",,Can you shed light on this problem ?,F,
block,V,0,,1,Block a garment .,,He blocked the basketball player 's shot .,F,
call,N,6,,4,He was ejected for protesting the call .,,He placed a phone call to London .,F,
cover,V,0,,2,Cover your head !,,The President covered the fact that he bugged the offices in the White House .,F,
set,V,0,,2,Set a broken bone .,,The moon sets at eight o'clock tonight .,F,
section,N,7,,7,There are three synagogues in the Jewish section .,,She got a job in the historical section of the Treasury .,F,
raise,V,0,,0,Raise an army .,,Raise your ` o ' .,F,
hum,N,4,,1,There is a constant hum of military preparation .,,The hum of distant traffic .,F,
hit,V,1,,2,We hit Detroit at one in the morning but kept driving through the night .,,The ball hit the fence .,F,
mean,V,3,,9,I did n't mean to knock your tooth out .,,I 'm afraid I do n't understand what you mean .,F,
side,N,6,,2,They always sat on the right side of the church .,,The Confederate side was prepared to attack .,F,
drink,N,0,,4,Drink was his downfall .,,I 'd like another drink please .,F,
number,N,4,,3,He has an unlisted number .,,He had a number of chores to do .,F,
beat,V,0,,1,Beat the egg whites .,,Reading beats watching television .,F,
spin,V,0,,2,Spin silk .,,The creek spun its course through the woods .,F,
side,N,1,,5,Which side of the tray shall I put it on ?,,He is on the purchasing side of the business .,F,
respect,N,18,,2,Syngman Rhee kept imprisoned the Dowager Queen Yun Empress Sunjeong of the Korean Empire for fear of the respect the people held for her .,,Out of respect for his privacy .,F,
apply,V,1,,0,I apply this rule to get good results .,,Apply for a job .,F,
key,N,1,,4,The key to development is economic integration .,,They were carrying two keys of heroin .,F,
carry,V,1,,2,To carry the war from Greece into Asia .,,The jar carries wine .,F,
go,V,8,,6,This violinist is as good as Juilliard,,trained violinists go .,F,
piece,N,6,,7,The children acted out a comic piece to amuse the guests .,,It is not known who created this piece .,F,
go,V,4,,6,How did your interview go ?,,Do you think the sofa will go through the door ?,F,
deference,N,1,,1,His deference to her wishes was very flattering .,,In deference to your wishes .,F,
break,V,0,,1,Break down a proof .,,I broke my foot while playing hockey .,F,
attack,V,5,,1,The visiting team started to attack .,,I attacked the problem as soon as I got out of bed .,F,
feel,V,2,,1,I can feel the sadness in his poems .,,She felt an object brushing her arm .,F,
life,N,3,,5,Pottery was his life .,,He appointed himself emperor for life .,F,
train,N,4,,10,They joined the wagon train for safety .,,"Unfortunately , the leading bridesmaid stepped on the bride 's train as they were walking down the aisle .",F,
shower,N,7,,3,Her church group has planned an adoption shower .,,He took a shower after the game .,F,
give,V,0,,3,Give a yelp .,,The roof finally gave under the weight of the ice .,F,
pull,V,0,,2,Pull weeds .,,I 'm pulling for the underdog .,F,
see,V,3,,3,How nice to see you again !,,We had to see a psychiatrist .,F,
direction,N,5,,3,Keep going in the same direction .,,He had no direction in his life .,F,
pull,V,0,,3,Pull the cooked chicken into strips .,,A declining dollar pulled down the export figures for the last quarter .,F,
dig,V,0,,0,Dig coal .,,Dig out a channel .,F,
business,N,7,,2,They did nearly a million dollars of business over the long weekend .,,Government and business could not agree .,F,
draw,V,1,,7,"To draw a memorial , a deed , or bill of exchange .",,"They saw that the night was quickly drawing in , so they pitched their tent .",F,
get,V,3,,1,You need to get permission to leave early .,,He got a girl into trouble .,F,
face,N,9,,1,I wish I had seen the look on his face when he got the news .,,The face of the city is changing .,F,
train,V,0,,2,Train the vine .,,She is training to be a teacher .,F,
shake,V,3,,3,I could n't shake the car that was following me .,,The bad news shook her hopes .,F,
beat,V,2,,3,The boat beat in the strong wind .,,The sun was beating down on us .,F,
development,N,8,,1,In chess your should take care of your development before moving your queen .,,Recent developments in Iraq .,F,
hold,V,0,,0,Hold these truths to be self,,evident .,F,
restraint,N,5,,1,Dogs should be kept under restraint .,,Legal restraints .,F,
go,V,8,,1,This violinist is as good as Juilliard,,trained violinists go .,F,
case,N,5,,2,It may rain in which case the picnic will be canceled .,,A door case .,F,
hold,V,0,,2,Hold your temper .,,The canteen holds fresh water .,F,
taste,N,4,,8,She enjoyed her brief taste of independence .,,His cold deprived him of his sense of taste .,F,
stay,V,3,,2,I can only stay for an hour .,,The judge stayed the execution order .,F,
touch,V,5,,3,Your performance does n't even touch that of your colleagues .,,I would n't touch her with a ten,F,
patch,N,2,,1,A briar patch .,,A patch of clouds .,F,
rotate,V,3,,1,Ballet dancers can rotate their legs out by 90 degrees .,,We rotate the lead soprano every night .,F,
drive,V,0,,1,Drive a golf ball .,,He drives a bread truck .,F,
foot,N,1,,4,One foot of the chair was on the carpet .,,Armored from head to foot .,F,
turn,V,0,,4,Turn your dance partner around .,,The alchemists tried to turn lead into gold .,F,
post,N,7,,3,If you hurry you 'll catch the post .,,Is there any post for me ?,F,
extension,N,6,,1,Most BASIC files use the filename extension .BAS .,,The extension of ` satellite of Mars ' is the set containing only Demos and Phobos .,F,
set,N,1,,1,The set of prime numbers is infinite .,,The set of his mind was obvious .,F,
fall,V,1,,1,To fall a tree .,,He fell to his knees .,F,
point,N,5,,3,Cut the skin with the point of the knife .,,He broke the point of his pencil .,F,
mess,N,1,,4,A mess of porridge .,,She brought back a mess of fish to fix for supper .,F,
unit,N,8,,9,He was a member of a special police unit .,,After the battle the soldier had trouble rejoining his unit .,F,
air,N,8,,4,If you 've time to spare go by air .,,I need some fresh air .,F,
conceive,V,7,,2,Assisted procreation can help those trying to conceive .,,The racist conceives such people to be inferior .,F,
get,V,4,,3,I just do n't get him .,,Where did she get these news ?,F,
wash,N,4,,14,My jacket needs a wash .,,At the end of the year the accounting department showed that it was a wash .,F,
land,N,2,,5,An industrialized land .,,They come from a faraway land .,F,
field,N,10,,1,There are several species of wild flowers growing in this field .,,Oil field .,F,
stick,N,1,,6,A stick of wood .,,The recipe calls for half a stick of butter .,F,
force,N,2,,1,A public force is necessary to give security to the rights of citizens .,,The forces of evil .,F,
play,V,0,,3,Play safe .,,The tape was playing for hours .,F,
catch,V,6,,2,We have a big barrel to catch the rainwater .,,He was caught in the act of stealing a biscuit .,F,
hit,V,2,,1,The ball hit the fence .,,I hit the jackpot .,F,
reduce,V,3,,2,The sauce should reduce to one cup .,,The cells reduce .,F,
place,N,3,,5,He overstepped his place .,,A political system with no place for the less prominent groups .,F,
time,N,3,,2,That 's three times he 's made the same mistake .,,It is time to go .,F,
go,V,2,,2,We should go farther in this matter .,,His money went on drink .,F,
business,N,4,,2,Show me where the business was today .,,Government and business could not agree .,F,
bet,V,1,,2,I bet she will be there !,,You can bet on that !,F,
element,N,3,,2,Water is the element of fishes .,,In your element .,F,
interpreter,N,5,,11,She was famous as an interpreter of Shakespearean roles .,,"Programs written in the BASIC language are usually run through an interpreter , though some can be compiled .",F,
line,N,5,,4,They attacked the enemy 's line .,,There is a narrow line between sanity and insanity .,F,
book,N,4,,5,He used a large book as a doorstop .,,Many readers find the first book of A Tale of Two Cities to be confusing .,F,
sign,N,3,,2,Charges of opposite sign .,,He posted signs in all the shop windows .,F,
raise,V,0,,8,Raise a shout .,,Chew with your mouth shut — were you raised in a barn ?,F,
company,N,10,,7,The room was a mess because he had n't expected company .,,Keep the house clean ; I have company coming .,F,
whisk,V,4,,3,The chef prepared to whisk the egg whites for the angel 's food cake .,,The President was whisked away in his limo .,F,
keep,V,0,,3,Keep potatoes fresh .,,I can not keep track of all my employees .,F,
evade,V,5,,4,This difficult idea seems to evade her .,,The con man always evades .,F,
check,V,4,,1,These stories do n't check !,,She checked for an instant and missed a step .,F,
catch,N,7,,5,It sounds good but what 's the catch ?,,The player made an impressive catch .,F,
drive,V,1,,0,I drive to work every day .,,Drive a golf ball .,F,
tap,V,0,,0,Tap beer in a bar .,,Tap an M3 thread all the way through the hole .,F,
feel,V,2,,1,I can feel the sadness in his poems .,,It feels nice to be home again .,F,
dig,V,0,,0,Dig salt .,,Dig out a channel .,F,
stretch,V,1,,6,Cats stretch with equal ease and agility beyond the point that breaks a man on the rack .,,"To enjoy the picnic , we stretched out on the grass .",F,
block,N,4,,13,He held a large block of the company 's stock .,,"Since blocks are often defined as a single sector , the terms ` block ' and ` sector ' are sometimes used interchangeably .",F,
